standard,standard_area,source_version,scope_or_group,role_count,base_nodes,closed_dimensions,member_counts,formula,reportable_coordinates,technical_coordinates,typed_open_dimensions,excluded_repetitions,source_locator,notes,role_codes
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: ghg_scope3_cat01_supplier_specific_emissions, ghg_scope3_cat01_hybrid_emissions, ghg_scope3_cat01_average_data_emissions, ghg_scope3_cat01_spend_based_emissions, ghg_scope3_cat02_supplier_specific_emissions, ghg_scope3_cat02_hybrid_emissions, ghg_scope3_cat02_average_data_emissions, ghg_scope3_cat02_spend_based_emissions ...",35,35,none,1,35 x 1,,35,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; ghg_scope=fixed; scope3_category_ghg_protocol=fixed; calculation_method=fixed,ghg_scope3_cat01_supplier_specific_emissions;ghg_scope3_cat01_hybrid_emissions;ghg_scope3_cat01_average_data_emissions;ghg_scope3_cat01_spend_based_emissions;ghg_scope3_cat02_supplier_specific_emissions;ghg_scope3_cat02_hybrid_emissions;ghg_scope3_cat02_average_data_emissions;ghg_scope3_cat02_spend_based_emissions;ghg_scope3_cat05_supplier_specific_emissions;ghg_scope3_cat05_waste_type_specific_emissions;ghg_scope3_cat05_average_data_emissions;ghg_scope3_category6_fuel_based_emissions;ghg_scope3_category6_distance_based_emissions;ghg_scope3_category6_spend_based_emissions;ghg_scope3_category07_fuel_based_emissions;ghg_scope3_category07_distance_based_emissions;ghg_scope3_category07_average_data_emissions;scope3_category8_asset_specific_emissions;scope3_category8_lessor_specific_emissions;scope3_category8_average_data_emissions;GHG_SCOPE3_CATEGORY_10_SITE_SPECIFIC_EMISSIONS;GHG_SCOPE3_CATEGORY_10_AVERAGE_DATA_EMISSIONS;ghg_scope3_cat11_direct_energy_consuming_products_emissions;ghg_scope3_cat11_fuel_feedstock_combustion_emissions;ghg_scope3_cat11_contained_ghg_release_emissions;ghg_scope3_cat11_sold_intermediate_products_emissions;ghg_scope3_cat11_indirect_use_phase_emissions;ghg_scope3_cat12_supplier_specific_emissions;ghg_scope3_cat12_waste_type_specific_emissions;ghg_scope3_cat12_average_data_emissions;ghg_scope3_cat13_asset_specific_emissions;ghg_scope3_cat13_lessee_specific_emissions;ghg_scope3_cat13_average_data_emissions;ghg_scope3_cat14_franchise_specific_emissions;ghg_scope3_cat14_average_data_emissions
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: ghg_scope3_cat02_supplier_product_cradle_to_gate_inventory_tco2e, ghg_scope3_cat02_supplier_allocated_scope12_emissions_tco2e, ghg_scope3_cat02_material_input_emissions_tco2e, ghg_scope3_cat02_production_fuel_electricity_emissions_tco2e, ghg_scope3_cat02_material_transport_emissions_tco2e, ghg_scope3_cat02_supplier_waste_emissions_tco2e, ghg_scope3_cat02_secondary_data_gap_emissions_tco2e, ghg_scope3_cat02_goods_quantity_or_mass ...",11,11,none,1,11 x 1,,11,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; scope3_category_ghg_protocol=fixed,ghg_scope3_cat02_supplier_product_cradle_to_gate_inventory_tco2e;ghg_scope3_cat02_supplier_allocated_scope12_emissions_tco2e;ghg_scope3_cat02_material_input_emissions_tco2e;ghg_scope3_cat02_production_fuel_electricity_emissions_tco2e;ghg_scope3_cat02_material_transport_emissions_tco2e;ghg_scope3_cat02_supplier_waste_emissions_tco2e;ghg_scope3_cat02_secondary_data_gap_emissions_tco2e;ghg_scope3_cat02_goods_quantity_or_mass;ghg_scope3_cat02_average_emission_factor_per_unit;ghg_scope3_cat02_goods_economic_value;ghg_scope3_cat02_spend_based_emission_factor_per_monetary_value
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: ghg_scope3_cat03_activity_a_upstream_purchased_fuels_emissions, ghg_scope3_cat03_activity_b_upstream_purchased_energy_emissions, ghg_scope3_cat03_activity_c_td_losses_emissions, ghg_scope3_cat03_activity_d_purchased_energy_sold_emissions",4,4,none,1,4 x 1,,4,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; ghg_scope=fixed; scope3_category_ghg_protocol=fixed; scope3_category3_activity=fixed,ghg_scope3_cat03_activity_a_upstream_purchased_fuels_emissions;ghg_scope3_cat03_activity_b_upstream_purchased_energy_emissions;ghg_scope3_cat03_activity_c_td_losses_emissions;ghg_scope3_cat03_activity_d_purchased_energy_sold_emissions
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: ghg_scope3_cat04_transportation_fuel_based_emissions, ghg_scope3_cat04_transportation_distance_based_emissions, ghg_scope3_cat04_transportation_spend_based_emissions, ghg_scope3_cat04_distribution_site_specific_emissions, ghg_scope3_cat04_distribution_average_data_emissions",5,5,none,1,5 x 1,,5,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; ghg_scope=fixed; scope3_category_ghg_protocol=fixed; scope3_category4_activity=fixed; calculation_method=fixed,ghg_scope3_cat04_transportation_fuel_based_emissions;ghg_scope3_cat04_transportation_distance_based_emissions;ghg_scope3_cat04_transportation_spend_based_emissions;ghg_scope3_cat04_distribution_site_specific_emissions;ghg_scope3_cat04_distribution_average_data_emissions
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: ghg_scope3_cat09_downstream_transportation_fuel_based_emissions, ghg_scope3_cat09_downstream_transportation_distance_based_emissions, ghg_scope3_cat09_downstream_transportation_spend_based_emissions, ghg_scope3_cat09_downstream_distribution_storage_site_specific_emissions, ghg_scope3_cat09_downstream_distribution_storage_average_data_emissions",5,5,none,1,5 x 1,,5,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; ghg_scope=fixed; scope3_category_ghg_protocol=fixed; scope3_category9_activity=fixed; calculation_method=fixed,ghg_scope3_cat09_downstream_transportation_fuel_based_emissions;ghg_scope3_cat09_downstream_transportation_distance_based_emissions;ghg_scope3_cat09_downstream_transportation_spend_based_emissions;ghg_scope3_cat09_downstream_distribution_storage_site_specific_emissions;ghg_scope3_cat09_downstream_distribution_storage_average_data_emissions
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: ghg_scope3_cat15_equity_investments_investment_specific_emissions, ghg_scope3_cat15_equity_investments_average_data_emissions, ghg_scope3_cat15_project_finance_debt_known_use_project_specific_emissions, ghg_scope3_cat15_project_finance_debt_known_use_average_data_emissions",4,4,none,1,4 x 1,,4,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; ghg_scope=fixed; scope3_category_ghg_protocol=fixed; scope3_category15_investment_type=fixed; calculation_method=fixed,ghg_scope3_cat15_equity_investments_investment_specific_emissions;ghg_scope3_cat15_equity_investments_average_data_emissions;ghg_scope3_cat15_project_finance_debt_known_use_project_specific_emissions;ghg_scope3_cat15_project_finance_debt_known_use_average_data_emissions
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: ghg_scope3_category3_upstream_energy_methodology, ghg_scope3_cat01_methodology_assumptions_description, ghg_scope3_cat03_total_emissions",3,3,none,1,3 x 1,,3,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; ghg_scope=fixed; scope3_category_ghg_protocol=fixed,ghg_scope3_category3_upstream_energy_methodology;ghg_scope3_cat01_methodology_assumptions_description;ghg_scope3_cat03_total_emissions
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: organizational_boundaries_outline, consolidation_approach_chosen, operational_boundaries_outline, reporting_period_covered, base_year_chosen, base_year_recalculation_policy_description, base_year_recalculation_trigger_context, emissions_calculation_or_measurement_methodologies ...",30,30,none,1,30 x 1,,30,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,organizational_boundaries_outline;consolidation_approach_chosen;operational_boundaries_outline;reporting_period_covered;base_year_chosen;base_year_recalculation_policy_description;base_year_recalculation_trigger_context;emissions_calculation_or_measurement_methodologies;calculation_tools_reference_or_link;specific_exclusions_sources_facilities_operations;gwp_values_source;multiple_ipcc_assessment_reports_used_indicator;optional_other_ghg_inventory_list;ghg_scope2_other_instrument_retirement;ghg_scope2_contractual_instrument_features;ghg_scope2_avoided_emissions_estimation;ghg_scope2_avoided_emissions_methodology_assumptions;ghg_scope2_avoided_emissions_program_gross_net_use;ghg_scope1_scope2_report_conformance;scope3_base_year;scope3_base_year_rationale;scope3_base_year_emissions_recalculation_policy;scope3_base_year_recalculation_context;gwp_values_source;ghg_scope3_cat05_total_waste_mass;cat07_distance_return_trip_multiplier;ghg_scope3_cat12_methodology_assumptions_description;ghg_scope3_cat13_methodology_assumptions_description;ghg_scope3_cat14_methodology_assumptions_description;ghg_scope3_cat15_methodology_assumptions_description
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [none] examples: scope3_activity_types_covered, ghg_scope1_gross_emissions_tco2e, ghg_scope2_gross_emissions_tco2e, ghg_scope2_methodology_description, ghg_scope2_base_year, ghg_scope2_base_year_calculation_method, ghg_scope2_base_year_historic_location_proxy, ghg_scope2_base_year_recalculation_context",8,8,none,1,8 x 1,,8,,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; ghg_scope=fixed,scope3_activity_types_covered;ghg_scope1_gross_emissions_tco2e;ghg_scope2_gross_emissions_tco2e;ghg_scope2_methodology_description;ghg_scope2_base_year;ghg_scope2_base_year_calculation_method;ghg_scope2_base_year_historic_location_proxy;ghg_scope2_base_year_recalculation_context
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,technical nodes with dimensions [process_emission_type; downstream_process_stage] examples: GHG_SCOPE3_CATEGORY_10_SITE_PROCESS_EMISSIONS,1,1,process_emission_type; downstream_process_stage,1; 1,1 x 1 x 1,,1,process_emission_type; downstream_process_stage,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,GHG_SCOPE3_CATEGORY_10_SITE_PROCESS_EMISSIONS
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,technical nodes with dimensions [product_or_goods_type; purchaser_or_customer] examples: ghg_scope3_cat09_transport_goods_quantity_tonnes,1,1,product_or_goods_type; purchaser_or_customer,1; 1,1 x 1 x 1,,1,product_or_goods_type; purchaser_or_customer,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface; scope3_category_ghg_protocol=fixed; scope3_category9_activity=fixed; calculation_method=fixed,ghg_scope3_cat09_transport_goods_quantity_tonnes
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,technical nodes with dimensions [product_or_packaging; dataset_source] examples: ghg_scope3_cat12_average_sold_product_packaging_waste_mass_kg,1,1,product_or_packaging; dataset_source,1; 1,1 x 1 x 1,,1,product_or_packaging; dataset_source,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,ghg_scope3_cat12_average_sold_product_packaging_waste_mass_kg
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,technical nodes with dimensions [product_or_packaging; waste_type] examples: ghg_scope3_cat12_sold_product_packaging_eol_mass_kg,1,1,product_or_packaging; waste_type,1; 1,1 x 1 x 1,,1,product_or_packaging; waste_type,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,ghg_scope3_cat12_sold_product_packaging_eol_mass_kg
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [product_or_product_group] examples: cat11_direct_energy_lifetime_uses, cat11_direct_energy_products_sold, cat11_contained_ghg_products_sold",3,3,product_or_product_group,1,3 x 1,,3,product_or_product_group,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,cat11_direct_energy_lifetime_uses;cat11_direct_energy_products_sold;cat11_contained_ghg_products_sold
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,technical nodes with dimensions [product_or_product_group; electricity_source; geographical_area] examples: cat11_direct_energy_electricity_per_use,1,1,product_or_product_group; electricity_source; geographical_area,1; 1; 1,1 x 1 x 1 x 1,,1,product_or_product_group; electricity_source; geographical_area,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,cat11_direct_energy_electricity_per_use
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,technical nodes with dimensions [product_or_product_group; fuel_type; geographical_area] examples: cat11_direct_energy_fuel_per_use,1,1,product_or_product_group; fuel_type; geographical_area,1; 1; 1,1 x 1 x 1 x 1,,1,product_or_product_group; fuel_type; geographical_area,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,cat11_direct_energy_fuel_per_use
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [product_or_product_group; refrigerant_or_ghg] examples: cat11_direct_energy_refrigerant_leakage_per_use, cat11_contained_ghg_mass_per_product, cat11_contained_ghg_release_fraction",3,3,product_or_product_group; refrigerant_or_ghg,1; 1,3 x 1 x 1,,3,product_or_product_group; refrigerant_or_ghg,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,cat11_direct_energy_refrigerant_leakage_per_use;cat11_contained_ghg_mass_per_product;cat11_contained_ghg_release_fraction
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,"technical nodes with dimensions [product_or_product_group; use_scenario] examples: cat11_indirect_lifetime_uses, cat11_indirect_use_scenario_share, cat11_indirect_products_sold",3,3,product_or_product_group; use_scenario,1; 1,3 x 1 x 1,,3,product_or_product_group; use_scenario,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,cat11_indirect_lifetime_uses;cat11_indirect_use_scenario_share;cat11_indirect_products_sold
GHG Protocol,GHG Protocol,SDS GHG controlled closed package 2026-05-22,technical nodes with dimensions [product_or_product_group; use_scenario; electricity_source; geographical_area] examples: cat11_indirect_electricity_per_use,1,1,product_or_product_group; use_scenario; electricity_source; geographical_area,1; 1; 1; 1,1 x 1 x 1 x 1 x 1,,1,product_or_product_group; use_scenario; electricity_source; geographical_area,period; perimeter; entity; site; location; company master data,ghg_full_controlled_closed_20260522T000000Z/sds_calculation_contract.json,technical-contract surface,cat11_indirect_electricity_per_use
