identifier,variable,area_esg,estandar,codeESRS,codeGRI,unidad,tipo_unidad,frecuencia,tipo_valor,definicion,origen_definicion,origen_dato_operativo,evaluacion_doble_materialidad
urn:sds:reg:esrs:e1_5_11,Fuel consumption from crude oil and petroleum products,Ambiental,ESRS/CSRD,E1-5_11,,MWh,Energy,annual,numeric,"Fuel consumption from crude oil and petroleum products in own operations (energy content), as required by ESRS E1-5, paragraph 38(b) and AR 34, table row (2).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_12,Fuel consumption from natural gas,Ambiental,ESRS/CSRD,E1-5_12,,MWh,Volume,annual,numeric,"Fuel consumption from natural gas in own operations (energy content), as required by ESRS E1-5, paragraph 38(c) and AR 34, table row (3).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_13,Fuel consumption from other fossil sources,Ambiental,ESRS/CSRD,E1-5_13,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph 38.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_14,"Consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources",Ambiental,ESRS/CSRD,E1-5_14,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph 38.e).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_15,Percentage of fossil sources in total energy consumption,Ambiental,ESRS/CSRD,E1-5_15,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph ar.34).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_16,Non-renewable energy production,Ambiental,ESRS/CSRD,E1-5_16,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph 39).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_17,Renewable energy production,Ambiental,ESRS/CSRD,E1-5_17,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph 39).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_18,Energy intensity from activities in high climate impact sectors (total energy consumption per net revenue),Ambiental,ESRS/CSRD,E1-5_18,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph 40).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_20,High climate impact sectors used to determine energy intensity,Ambiental,ESRS/CSRD,E1-5_20,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph 42).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_21,Disclosure of reconciliation to relevant line item or notes in financial statements of net revenue from activities in high climate impact sectors,Ambiental,ESRS/CSRD,E1-5_21,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph 43).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_22,Net revenue from activities in high climate impact sectors,Ambiental,ESRS/CSRD,E1-5_22,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph ar.38.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_5_23,Net revenue from activities other than in high climate impact sectors,Ambiental,ESRS/CSRD,E1-5_23,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS E1-5, paragraph ar.38.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_01,"Gross Scopes 1, 2, 3 and Total GHG emissions - GHG emissions per scope",Ambiental,ESRS/CSRD,E1-6_01,,Text,GhgEmissions,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 44).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_02,"Gross Scopes 1, 2, 3 and Total GHG emissions - financial and operational control",Ambiental,ESRS/CSRD,E1-6_02,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 50).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_03,"Disaggregation of GHG emissions - by country, operating segments, economic activity, subsidiary, GHG category or source type",Ambiental,ESRS/CSRD,E1-6_03,,Text,,annual,table,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.41).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_04,"Gross Scopes 1, 2, 3 and Total GHG emissions - Scope 3 GHG emissions (GHG Protocol)",Ambiental,ESRS/CSRD,E1-6_04,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 51).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_05,"Gross Scopes 1, 2, 3 and Total GHG emissions - Scope 3 GHG emissions (ISO 14064-1)",Ambiental,ESRS/CSRD,E1-6_05,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 51).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_06,"Gross Scopes 1, 2, 3 and Total GHG emissions - total GHG emissions - value chain",Ambiental,ESRS/CSRD,E1-6_06,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.52).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_07,Gross Scope 1 greenhouse gas emissions,Ambiental,ESRS/CSRD,E1-6_07,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 48.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_08,Percentage of Scope 1 GHG emissions from regulated emission trading schemes,Ambiental,ESRS/CSRD,E1-6_08,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 48.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_09,Gross location-based Scope 2 greenhouse gas emissions,Ambiental,ESRS/CSRD,E1-6_09,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 49.a.52.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_10,Gross market-based Scope 2 greenhouse gas emissions,Ambiental,ESRS/CSRD,E1-6_10,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 49.b.52.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_11,Gross Scope 3 greenhouse gas emissions,Ambiental,ESRS/CSRD,E1-6_11,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 51).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_12,Total GHG emissions location based,Ambiental,ESRS/CSRD,E1-6_12,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 44.52.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_13,Total GHG emissions market based,Ambiental,ESRS/CSRD,E1-6_13,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 44.52.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_14,Disclosure of significant changes in definition of what constitutes reporting undertaking and its value chain and explanation of their effect on year-to-year comparability of reported GHG emissions,Ambiental,ESRS/CSRD,E1-6_14,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 47).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_15,"Disclosure of methodologies, significant assumptions and emissions factors used to calculate or measure GHG emissions",Ambiental,ESRS/CSRD,E1-6_15,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.39.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_16,Disclosure of the effects of significant events and changes in circumstances (relevant to its GHG emissions) that occur between the reporting dates of the entities in its value chain and the date of the undertaking’s general purpose financial statements,Ambiental,ESRS/CSRD,E1-6_16,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.42.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_17,biogenic emissions of CO2 from the combustion or bio-degradation of biomassnot included in Scope 1 GHG emissions,Ambiental,ESRS/CSRD,E1-6_17,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.43.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_18,"Percentage of contractual instruments, Scope 2 GHG emissions",Ambiental,ESRS/CSRD,E1-6_18,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.45.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_19,"Disclosure of types of contractual instruments, Scope 2 GHG emissions",Ambiental,ESRS/CSRD,E1-6_19,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.45.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_20,Percentage of market-based Scope 2 GHG emissions linked to purchased electricity bundled with instruments,Ambiental,ESRS/CSRD,E1-6_20,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.45.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_21,Percentage of contractual instruments used for sale and purchase of energy bundled with attributes about energy generation in relation to Scope 2 GHG emissions,Ambiental,ESRS/CSRD,E1-6_21,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.45.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_22,Percentage of contractual instruments used for sale and purchase of unbundled energy attribute claims in relation to Scope 2 GHG emissions,Ambiental,ESRS/CSRD,E1-6_22,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.45.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_23,Disclosure of types of contractual instruments used for sale and purchase of energy bundled with attributes about energy generation or for unbundled energy attribute claims,Ambiental,ESRS/CSRD,E1-6_23,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.45.d).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_24,Biogenic emissions of CO2 from combustion or bio-degradation of biomass not included in Scope 2 GHG emissions,Ambiental,ESRS/CSRD,E1-6_24,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.45.e).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_25,Percentage of GHG Scope 3 calculated using primary data,Ambiental,ESRS/CSRD,E1-6_25,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.46.g).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_26,Disclosure of why Scope 3 GHG emissions category has been excluded,Ambiental,ESRS/CSRD,E1-6_26,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.46.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_27,List of Scope 3 GHG emissions categories included in inventory,Ambiental,ESRS/CSRD,E1-6_27,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.46.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_28,Biogenic emissions of CO2 from combustion or bio-degradation of biomass that occur in value chain not included in Scope 3 GHG emissions,Ambiental,ESRS/CSRD,E1-6_28,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.46.j).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_29,Disclosure of reporting boundaries considered and calculation methods for estimating Scope 3 GHG emissions,Ambiental,ESRS/CSRD,E1-6_29,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.46.h).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_30,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Ambiental,ESRS/CSRD,E1-6_30,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 53).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_31,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Ambiental,ESRS/CSRD,E1-6_31,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 53).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_32,Disclosure of reconciliation to financial statements of net revenue used for calculation of GHG emissions intensity,Ambiental,ESRS/CSRD,E1-6_32,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph 55).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_33,Net revenue,Ambiental,ESRS/CSRD,E1-6_33,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.55).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_34,Net revenue used to calculate GHG intensity,Ambiental,ESRS/CSRD,E1-6_34,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.55).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_6_35,Net revenue other than used to calculate GHG intensity,Ambiental,ESRS/CSRD,E1-6_35,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS E1-6, paragraph ar.55).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_7_01,Disclosure of GHG removals and storage resulting from projects developed in own operations or contributed to in upstream and downstream value chain,Ambiental,ESRS/CSRD,E1-7_01,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-7, paragraph 56.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_7_02,Disclosure of GHG emission reductions or removals from climate change mitigation projects outside value chain financed or to be financed through any purchase of carbon credits,Ambiental,ESRS/CSRD,E1-7_02,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-7, paragraph 56b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_7_03,Removals and carbon credits are used,Ambiental,ESRS/CSRD,E1-7_03,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-7, paragraph 58).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_7_04,GHG Removals and storage Activity by undertaking scope (breakdown by own operations and value chain) and by removal and storage activity,Ambiental,ESRS/CSRD,E1-7_04,,Text,,annual,table,"Disclosure datapoint as defined in IG3 (ESRS E1-7, paragraph 58a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_7_05,Total GHG removals and storage,Ambiental,ESRS/CSRD,E1-7_05,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-7, paragraph 58a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e1_7_06,GHG emissions associated with removal activity,Ambiental,ESRS/CSRD,E1-7_06,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E1-7, paragraph ar.58.f).",external-standard,entity-specific,entity-assessment-required
